MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-646240,646240,16001212,NULL,NULL,NULL,9,NULL,1,NULL,כן,8600,"תל חי 9,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל הקרקע  6 יח""ד ו 6 חניות בהיתר. ובניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10ברוטו) מעל 2 מרתפי חניה הכוללים 19 חניות מתוכן 4 במכפילי חניה. סה""כ 19 יח""ד מתוכן 1 בקומת הקרקע ו 2 יח""ד בקומת הגג .",0,"תמ""א - הריסה ובנייה מחדש",תל חי,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,24/10/2022,6,19,NULL,13,NULL,"תמ""א",רמת גן,2017-07-17,NULL,NULL
16-646273,646273,16001215,NULL,NULL,NULL,62,NULL,NULL,NULL,כן,8600,"השר משה 62,רמת גן",תל אביב,"הריסת מבנה קיים בן 3 קומות מעל עמודים 6 יח""ד 0 חניות. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית מעל 2 מרתפי חניה. 20 יח""ד מתוכן 1 יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג. 21 חניות בחניון משותף עם השר משה 60 סה""כ 50 חניות בחניון משותף.",NULL,"תמ""א - הריסה ובנייה מחדש",השר משה,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,6,20,NULL,14,NULL,"תמ""א",רמת גן,2014-12-28,NULL,NULL
16-646296,646296,16001216,NULL,NULL,NULL,59,NULL,NULL,NULL,כן,8600,"החיל"" 59,רמת גן",תל אביב,"הריסת מבנה קיים בן 2 קומות 8 יח""ד. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית מעל 3 מרתפי חניה משותפים עם החייל 57 הכוללים 28 חניות. 28 יח""ד מתוכן 2 יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג.",NULL,"תמ""א - הריסה ובנייה מחדש","החיל""",8600,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,8,28,NULL,20,NULL,"תמ""א",רמת גן,2015-11-09,NULL,NULL
16-646319,646319,16001218,NULL,NULL,NULL,7,NULL,NULL,NULL,כן,8600,"הגאון אליהו 7,רמת גן",תל אביב,"לבניין קיים בן 4 קומות 16 יח""ד ללא חניות מוסיפים 2 קומות עם 4 יח""ד בקומה וקומת גג עם 2 יח""ד וסגירת קומת עמודים עם 1 יח""ד (סה""כ 11 יח""ד).תוספת 28 מקומות חניה סה""כ בבניין 6 קומות מעל קומת עמודים וקומת גג חלקית עם 27 יח""ד עם 28 חניות.",NULL,"תמ""א - חיזוק ועיבוי",הגאון אליהו,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,16,27,NULL,11,NULL,"תמ""א",רמת גן,2017-07-13,NULL,NULL
16-646321,646321,16001220,NULL,NULL,NULL,10,NULL,NULL,NULL,כן,8600,"בר יוחאי 10,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל קרקע, 6 יח""ד. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) מעל 2 מרתפי חניה הכוללים 19 חניות. 19 יח""ד מתוכן 2 יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג.",NULL,"תמ""א - הריסה ובנייה מחדש",בר יוחאי,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,6,19,NULL,13,NULL,"תמ""א",רמת גן,2018-01-04,NULL,NULL
16-646337,646337,16001222,NULL,NULL,NULL,14,NULL,NULL,NULL,כן,8600,"בעל שם טוב 14,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות 6 יח""ד. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) , מעל 2 מרתפי חניה הכוללים 19 חניות . סה""כ 19 יח""ד מתוכן 2 בקומת הקרקע ו 1 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",בעל שם טוב,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,3,19,NULL,16,NULL,"תמ""א",רמת גן,2017-10-03,NULL,NULL
16-646346,646346,16001223,NULL,NULL,NULL,7,NULL,NULL,NULL,כן,8600,"דרך דיין משה 7,רמת גן",תל אביב,"הריסת בנין קיים בן 1 קומות 2 יח""ד בניה מחדש בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית (9 ק' ברוטו) , מעל 1 מרתפי חניה הכוללים 17 חניות . סה""כ 16 יח""ד מתוכן 1 בקומת הקרקע ו 1 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",דרך דיין משה,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,2,16,NULL,14,NULL,"תמ""א",רמת גן,2017-10-31,NULL,NULL
16-646347,646347,16001224,NULL,NULL,NULL,10,NULL,NULL,NULL,כן,8600,"ישורון 10,רמת גן",תל אביב,"הריסת מבנה קיים בן 6 דירות והקמת בניין חדש בן 21 דירות (7 קומות, קומת דירות גג, קומת קרקע עם 2 דירות גן וקומת מרתף חניה",NULL,"תמ""א - הריסה ובנייה מחדש",ישורון,8600,NULL,2011,NULL,NULL,  הגשת בקשה להיתר,NULL,6,21,NULL,15,NULL,"תמ""א",רמת גן,2011-12-18,NULL,NULL
16-646355,646355,16001225,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,8600,"פנקס 22,רמת גן",תל אביב,"הריסת בניין בן 2 קומות 2 יח""ד 0 חניות. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע. 21 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג. 21 חניות במתקן חניה אוטומטי",NULL,"תמ""א - הריסה ובנייה מחדש",פנקס,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,2,21,NULL,19,NULL,"תמ""א",רמת גן,2014-10-29,NULL,NULL
16-646412,646412,16001229,NULL,NULL,NULL,11,NULL,NULL,NULL,כן,8600,"מטולה 11,רמת גן",תל אביב,"הריסת בנין קיים בן 4 קומות 20 יח""ד ובניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ברוטו), מעל 2 מרתפי חניה משותפים עם חלקה 333 הכוללים 132 חניות מתוכן 78 במתקני חניה . סה""כ 64 יח""ד מתוכן 4 בקומת הקרקע ו 4 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",מטולה,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,20,64,NULL,44,NULL,"תמ""א",רמת גן,2017-06-15,NULL,NULL
16-646438,646438,16001231,NULL,NULL,NULL,15,NULL,NULL,NULL,כן,8600,"מתניה 15,רמת גן",תל אביב,"הריסת מבנה עם 4 יח""ד ובנייה של 4 וחצי קומות עם 13 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",מתניה,8600,NULL,2013,NULL,NULL,  הגשת בקשה להיתר,NULL,4,13,NULL,9,NULL,"תמ""א",רמת גן,2013-03-11,NULL,NULL
16-646448,646448,16001232,NULL,NULL,NULL,2,NULL,NULL,NULL,כן,8600,"אטד רא"" 2,רמת גן",תל אביב,"חיזוק ותוספת לבנין קיים בן 3 קומות מעל קומת עמודים ומרתף  12 יח""ד. תוספת של 2 קומות עם 4 יח""ד בכל קומה, קומת גג חלקית עם 2 יח""ד בקומה ותוספת 1 יח""ד בקומת הקרקע. סה""כ תוספת של 11 יח""ד. סה""כ בבניין 5 קומות מעל קומת עמודים וקומת גג חלקית (7 ק' ברוטו) סה""כ 2",NULL,"תמ""א - חיזוק ועיבוי","אטד רא""",8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,12,23,NULL,11,NULL,"תמ""א",רמת גן,2018-08-02,NULL,NULL
16-645733,645733,16001298,NULL,NULL,NULL,30,NULL,NULL,NULL,כן,8600,"ארלוזורוב 30,רמת גן",תל אביב,"הריסת מבנה קיים בן 3 קומות בשטח של 1113.18 מ""ר ובניה של מבנה חדש בן 9 קומות. 2 מרתפים קומה חלקית במפלס -297.5. קומת קרקע הכוללת לובי כניסה וקומת פנטאהוזים. סה""כ 55 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",ארלוזורוב,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,7,55,NULL,48,NULL,"תמ""א",רמת גן,2014-07-08,NULL,NULL
16-645751,645751,16001300,NULL,NULL,NULL,17,NULL,NULL,NULL,כן,8600,"החשמונאים 17,רמת גן",תל אביב,"הריסת בניין קיים בן 6 יח""ד 3 קומות על עמודים . בניית בניין חדש בן 8 קומות מעל קומת קרקע + דירת גג ומרתף עליון ומרתף תחתון. 21 יח""ד 23 חניות 2 יח""ד בקומת הגג 2 יח""ד בקומת הקרקע",NULL,"תמ""א - הריסה ובנייה מחדש",החשמונאים,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,6,19,NULL,13,NULL,"תמ""א",רמת גן,2014-08-04,NULL,NULL
16-645766,645766,16001303,NULL,NULL,NULL,11,NULL,NULL,NULL,כן,8600,"המעגל"" 11,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל עמודים  9 יח""ד בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית ( 10 ק' ברוטו) , מעל 2 מרתפי חניה הכוללים 28 חניות . סה""כ 28 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש","המעגל""",8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,9,28,NULL,19,NULL,"תמ""א",רמת גן,2018-03-26,NULL,NULL
16-645792,645792,16001306,NULL,NULL,NULL,34,NULL,NULL,NULL,כן,8600,"קריניצי 34,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל קומת קרקע  20 יח""ד ובניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו), מעל 3 מרתפי חניה הכוללים 51 חניות . סה""כ 46 יח""ד מתוכן 3 בקומת הקרקע ו 3 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",קריניצי,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,20,46,NULL,26,NULL,"תמ""א",רמת גן,2017-11-06,NULL,NULL
16-645813,645813,16001308,NULL,NULL,NULL,19,NULL,NULL,NULL,כן,8600,"הרצל 19,רמת גן",תל אביב,"הריסת בניין קיים בן 2 קומות עם 4 יח""ד שאינו עומד ברעידת אדמה ביצוע עבודות חפירה ודיפון והקמת מרתף חניה אוטומטי כולל בניית מרתף עד מפלס 0.00",NULL,"תמ""א - הריסה ובנייה מחדש",הרצל,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,4,20,NULL,16,NULL,"תמ""א",רמת גן,2014-10-23,NULL,NULL
16-645819,645819,16001309,NULL,NULL,NULL,18,NULL,NULL,NULL,כן,8600,"נתן 18,רמת גן",תל אביב,"הריסת בנין קיים בן 4 קומות 17 יח""ד בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 קומות ברוטו) , מעל 3 מרתפי חניה הכוללים 54 חניות . סה""כ 52 יח""ד מתוכן 3 בקומת הקרקע ו 3 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",נתן,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,17,52,NULL,35,NULL,"תמ""א",רמת גן,2018-01-14,NULL,NULL
16-645821,645821,16001310,NULL,NULL,NULL,16,NULL,NULL,NULL,כן,8600,"שרת משה 16,רמת גן",תל אביב,"הריסת 2 מבנים קיימים ובניה מחדש מבנה בן 5 קומות על הקרקע עם דירות גן (3 יח""ד) ודירות גג (2 יח""ד) מעל מרתפי חניה עם 32 מקומות חניה, סה""כ 27 יח""ד.",NULL,"תמ""א - הריסה ובנייה מחדש",שרת משה,8600,NULL,2011,NULL,NULL,  הגשת בקשה להיתר,NULL,5,22,NULL,17,NULL,"תמ""א",רמת גן,2011-12-01,NULL,NULL
16-645849,645849,16001312,NULL,1.82,1,9,NULL,NULL,NULL,כן,8600,"מגדים 9,רמת גן",תל אביב,"בקשה לתמ""א/38 + רג/340/ג/30, עפ""י סעיף 4.1.2/ג ברג/340/ג/30: במקרה של תוספת קומות על בניין קיים, לא ניתן יהיה לנצל את הזכויות מכח תכניות רג/מק/340/ג/11. שטח המגרש: 2224 מ""ר , שטח הפרשה לצרכי הציבור 115 מ""ר, אחוזי בניה מותרים: % 130 רוחב זכות דרך: דרך בן",NULL,"תמ""א - חיזוק ועיבוי",מגדים,8600,NULL,2010,NULL,NULL,  הגשת בקשה להיתר,NULL,22,55,55,33,אאורה מחדשים את ישראל בע,"תמ""א",רמת גן,2010-12-02,NULL,NULL
16-645885,645885,16001317,NULL,NULL,NULL,31,NULL,NULL,NULL,כן,8600,"חיבת ציון 31,רמת גן",תל אביב,"הריסת בנין קיים בן 2 קומות מעל הקרקע  14 יח""ד ללא חניות. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית בקיר משותף חלקי  עם חיבת ציון 29  חלקה 473 מעל 2.5 מרתפי חניה משותפים הכוללים 74 חניות . סה""כ 37 יח""ד מתוכן 3 יח""ד בקומת הקרקע ו 2 יח""ד בקומת ה",NULL,"תמ""א - הריסה ובנייה מחדש",חיבת ציון,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,14,37,NULL,23,NULL,"תמ""א",רמת גן,2016-09-27,NULL,NULL
16-645972,645972,16001323,NULL,NULL,NULL,9,NULL,NULL,NULL,כן,8600,"האגדה 9,רמת גן",תל אביב,"תוספת לבניין קיים בן 3 קומות מעל קומת עמודים ומרתף עם 6 יח""ד ו 5 חניות. מוסיפים 2 קומות עם 2 יח""ד בקומה וקומת גג חלקית עם 1 יח""ד ו-4 חניות. סה""כ 5.5 קומות עם 11 יח""ד ו -9 חניות.",NULL,"תמ""א - הריסה ובנייה מחדש",האגדה,8600,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,6,18,NULL,12,NULL,"תמ""א",רמת גן,2015-05-25,NULL,NULL
16-645984,645984,16001326,NULL,NULL,NULL,4,NULL,NULL,NULL,כן,8600,"גולומב 4,רמת גן",תל אביב,"חיזוק ותוספת לבניין קיים בן 3 קומות על עמודים 12 יח""ד מוסיפים 2 קומות עם 4 יח""ד בכל קומה, קומת גג חלקית עם 2 יח""ד וסגירת קומת עמודים עם 2 יח""ד. סה""כ תוספת של 12 יח""ד. סה""כ בבניין 5 ק' מעל ק' עמודים וקומת גג חלקית (7 ק' ברוטו) ותוספת של 24 חניות בקומת הקר",NULL,"תמ""א - חיזוק ועיבוי",גולומב,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,12,24,NULL,12,NULL,"תמ""א",רמת גן,2018-11-27,NULL,NULL
16-645988,645988,16001328,NULL,NULL,NULL,15,NULL,NULL,NULL,כן,8600,"מאיר בעל הנס 15,רמת גן",תל אביב,"הריסת 2 מבנים קיימים בני 1 קומות מעל הקרקע  4 יח""ד סה""כ בניה מחדש של בנין בן 8 קומות וקומת גג חלקית מעל קומת קרקע , מעל 2 מרתפי חניה הכוללים 42 חניות . סה""כ 37 יח""ד מתוכן 3 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",מאיר בעל הנס,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,4,37,NULL,33,NULL,"תמ""א",רמת גן,2016-07-04,NULL,NULL
16-646008,646008,16001330,NULL,NULL,NULL,20,NULL,NULL,NULL,כן,8600,"דרך נגבה 20,רמת גן",תל אביב,"הריסת מבנה קיים בן קומה אחת ויח""ד 1 + 2 חניות ובניית מבנה בן 6 קומות עם 13 יח""ד + חנות ומכפילי חניה",NULL,"תמ""א - הריסה ובנייה מחדש",דרך נגבה,8600,NULL,2013,NULL,NULL,  הגשת בקשה להיתר,NULL,1,13,NULL,12,NULL,"תמ""א",רמת גן,2013-12-04,NULL,NULL
16-646011,646011,16001331,NULL,NULL,NULL,1,NULL,NULL,NULL,כן,8600,"סאלק 1,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל הקרקע  9 יח""ד בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ברוטו) , מעל 3 מרתפי חניה הכוללים 25 חניות . סה""כ 26 יח""ד מתוכן 2 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",סאלק,8600,NULL,2017,NULL,NULL,  הגשת בקשה להיתר,NULL,9,26,NULL,17,NULL,"תמ""א",רמת גן,2017-07-11,NULL,NULL
16-646020,646020,16001332,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,8600,"הסנה 22,רמת גן",תל אביב,"הריסת 2 בניינים קיימים  בני 3 קומות מעל קומת עמודים  6 יח""ד בכל בניין סה""כ 12 יח""ד. בנייה מחדש של 2 בניינים בקיר משותף בני 8 קומות וקומת גג חלקית מעל קומת קרקע , מעל 3 מרתפי חניה משותפים  הכוללים 36 חניות . סה""כ 18 יח""ד בכל בניין (36 סה""כ) מתוכן 1 בקומת ה",NULL,"תמ""א - הריסה ובנייה מחדש",הסנה,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,12,36,NULL,24,NULL,"תמ""א",רמת גן,2016-08-09,NULL,NULL
16-646031,646031,16001334,NULL,NULL,NULL,81,NULL,NULL,NULL,כן,8600,"שד' ירושלים 81,רמת גן",תל אביב,"הריסת שני בניינים בני 2 קומות על קומת קרקע חלקית, 20 יח""ד. בניית בניין בן 8 קומות מעל ק' עמודים וק' גג חלקית (10 ק' ברוטו) מעל 3 מרתפי חניה הכוללים 56 חניות. סה""כ בבניין 56 יח""ד מתוכן 2 יח""ד בקומת הקרקע ו 3 יח""ד בקומת הגג.",NULL,"תמ""א - הריסה ובנייה מחדש",שד' ירושלים,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,20,56,NULL,36,NULL,"תמ""א",רמת גן,2018-07-29,NULL,NULL
16-646103,646103,16001339,NULL,NULL,NULL,30,NULL,NULL,NULL,כן,8600,"הרכסים 30,רמת גן",תל אביב,"הריסת מבנה קיים בן 2 קומות 8 יח""ד 0 חניות בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית+קומת מדרון מעל 2 מרתפי חניה. 27 יח""ד מתוכן 1 יח""ד בקומת הקרקע ו 2 יח""ד בקומת הגג. 27 חניות מתוכן 2 חניות נכה 11 מכפילי חניה",NULL,"תמ""א - הריסה ובנייה מחדש",הרכסים,8600,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,8,27,NULL,19,NULL,"תמ""א",רמת גן,2015-01-28,NULL,NULL
16-646121,646121,16001341,NULL,NULL,NULL,29,NULL,NULL,NULL,כן,8600,"המלך יוסף 29,רמת גן",תל אביב,"הריסת בניין קיים בן 1 קומה ו 1 יח""ד 0 חניות. בנייה מחדש: בניין בן 7 קומות מעל קומת קרקע וקומת גג חלקית סה""כ בבניין 9 יח""ד מתוכן 1 בקומת הקרקע ו-1 יח""ד בקומת הגג. 9 חניות כולם במכפילי חניה תת קרקעיים .",NULL,"תמ""א - הריסה ובנייה מחדש",המלך יוסף,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,1,9,NULL,8,NULL,"תמ""א",רמת גן,2014-09-22,NULL,NULL
16-646122,646122,16001342,NULL,NULL,NULL,34,NULL,NULL,NULL,כן,8600,"רוחמה 34,רמת גן",תל אביב,"הריסת בניין קיים בן 3 יח""ד, 0 קומות על עמודים ו- 0 חניות בהיתר ובניה מחדש: בנין בן 7 קומות מעל קומת קרקע וקומת גג חלקית, מעל 1 מרתפי חניה. סה""כ בבנין - 9 יח""ד, מתוכן 1 בקומת הקרקע ו-1 בקומת הגג, 9 חניות, מתוכן 8-9 במכפילי חניה תת קרקעיים.",NULL,"תמ""א - הריסה ובנייה מחדש",רוחמה,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,3,9,NULL,6,NULL,"תמ""א",רמת גן,2014-07-07,NULL,NULL
16-646146,646146,16001344,NULL,NULL,NULL,92,NULL,NULL,NULL,כן,8600,"עוזיאל 92,רמת גן",תל אביב,"הריסה מבנה בן 2 קומות ובו 3 חנויות ו-3 יח""ד (כולל דירת מדרון). בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית. מעל 2 מרתפי חניה 28 יח""ד מתוכן 1 בקומת הקרקע גן ילדים ו 2 יח""ד בקומת הגג. 28 חניות מתוכן 12 במכפילי חניה תת קרקעים.",NULL,"תמ""א - הריסה ובנייה מחדש",עוזיאל,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,3,28,NULL,25,NULL,"תמ""א",רמת גן,2014-09-23,NULL,NULL
16-646159,646159,16001346,NULL,NULL,NULL,20,NULL,NULL,NULL,כן,8600,"גדעון 20,רמת גן",תל אביב,"הריסת מבנה קיים בן 3 קומות - 8 יח""ד , והקמת מבנה בן 7 קומות ובנייה של 24 יח""ד",NULL,"תמ""א - הריסה ובנייה מחדש",גדעון,8600,NULL,2013,NULL,NULL,  הגשת בקשה להיתר,NULL,8,24,NULL,16,NULL,"תמ""א",רמת גן,2013-12-31,NULL,NULL
16-646185,646185,16001351,NULL,NULL,NULL,64,NULL,NULL,NULL,כן,8600,"פנחס רוטנברג 64,רמת גן",תל אביב,"הריסת בנין קיים בן 3 קומות מעל עמודים  12 יח""ד 6 חניות. בניה מחדש בנין בן 8 קומות מעל קומת קרקע וקומת גג חלקית (10 ק' ברוטו) , מעל 2 מרתפי חניה הכוללים 43 חניות . סה""כ 41 יח""ד מתוכן 3 בקומת הקרקע ו 2 יח""ד בקומת הגג .",NULL,"תמ""א - הריסה ובנייה מחדש",פנחס רוטנברג,8600,NULL,2018,NULL,NULL,  הגשת בקשה להיתר,NULL,12,41,NULL,29,NULL,"תמ""א",רמת גן,2018-01-22,NULL,NULL
16-646204,646204,16001353,NULL,NULL,NULL,20,NULL,NULL,NULL,כן,8600,"שד' הקונגרס 20,רמת גן",תל אביב,"תוספת לבניין קיים בן 3 קומות על עמודים 6 דירות 3 חניות בהיתר מוסיפים 2.5 קומות וסגירת קומת עמודים 8 יח""ד 3 יח""ד בקומה טיפוסית 2 יח""ד בקומת הגג. ללא יח""ד בקומת הקרקע ותוספת 6 חניות במתקן חניה. סה""כ בבניין 5 קומות מעל קומת עמודים וקומת גג חלקית עם 14 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",שד' הקונגרס,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,NULL,6,14,NULL,8,NULL,"תמ""א",רמת גן,2016-02-10,NULL,NULL
16-646262,646262,16001359,NULL,NULL,NULL,11,NULL,NULL,NULL,כן,8600,"השר משה 11,רמת גן",תל אביב,"הריסת  מבנה קיים בן 3 קומות קומות ו-6 יח""ד 0 חניות. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית מעל קומת עמודים . 19 יח""ד  מתוכן 1 יח""ד בקומת הקרקע ו-2 יח""ד בקומת הגג. 21 חניות במתקן חניה .",NULL,"תמ""א - הריסה ובנייה מחדש",השר משה,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,6,19,NULL,13,NULL,"תמ""א",רמת גן,2014-12-16,NULL,NULL
16-646295,646295,16001362,NULL,NULL,NULL,57,NULL,NULL,NULL,כן,8600,"החיל"" 57,רמת גן",תל אביב,"הריסת מבנה קיים בן 3 קומות 6 יח""ד 3 חניות בהיתר. בנייה מחדש בניין בן 8 קומות מעל קומת קרקע וקומת גג חלקית מעל 3 מרתפי חניה משותפים עם החייל 59 הכוללים 21 חניות במתקן חניה. 21 יח""ד מתוכן 1 יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג.",NULL,"תמ""א - הריסה ובנייה מחדש","החיל""",8600,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,6,21,NULL,15,NULL,"תמ""א",רמת גן,2015-11-09,NULL,NULL
16-646322,646322,16001363,NULL,NULL,NULL,12,NULL,NULL,NULL,כן,8600,"בר יוחאי 12,רמת גן",תל אביב,"בניין קיים הכולל מרתף ובו מקלט, קומת עמודים מפולשת + 3 קומות מגורים ובהן 6 יח""ד עם 3 חניות בהיתר. תוספת קומה רביעית לפי תמ""א 38 ובה 2 יח""ד. תוספת קומה חמישית לפי תמ""א 38  ובה 2 יח""ד. תוספת קומת גג (שישית) לפי תמ""א 38 במפלס +18.54 עם 1 יח""ד. סגירת קומת עמ",NULL,"תמ""א - חיזוק ועיבוי",בר יוחאי,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,6,11,NULL,5,NULL,"תמ""א",רמת גן,2014-10-28,NULL,NULL
16-646339,646339,16001365,NULL,NULL,NULL,19,NULL,NULL,NULL,כן,8600,"דרך דיין משה 19,רמת גן",תל אביב,"הריסת בניין קיים בן 1 יח""ד בקומה אחת ללא חניות ובנייה מחדש של בניין בן 7 קומות מעל קומת קרקע וקומת גג חלקית מעל 2 מרתפי חניה. סה""כ בבניין 12 יח""ד מתוכן 1 בקומת הקרקע 1 בקומת הגג 14 חניות כולן במתקן חניה תת קרקעי.",NULL,"תמ""א - הריסה ובנייה מחדש",דרך דיין משה,8600,NULL,2014,NULL,NULL,  הגשת בקשה להיתר,NULL,1,12,NULL,11,NULL,"תמ""א",רמת גן,2014-07-28,NULL,NULL
16-646349,646349,16001366,NULL,NULL,NULL,6,NULL,1,NULL,כן,8600,"ישורון 6,רמת גן",תל אביב,"תוספת לבניין קיים בן 3 קומות על עמודים 6 יח""ד 5 חניות. מוסיפים 2 קומות עם 2 יח""ד בקומה וקומת גג עם 1 יח""ד ו 5 חניות. סה""כ בבניין קרקע + 5 קומות טיפוסיות וקומת גג חלקית. 11 יח""ד ללא יח""ד בקומת הקרקע ו 1 יח""ד בקומת הגג. 11 חניות.",15179,"תמ""א - חיזוק ועיבוי",ישורון,8600,NULL,2016,NULL,NULL,  הגשת בקשה להיתר,26/02/2017,6,11,NULL,5,NULL,"תמ""א",רמת גן,2016-10-10,NULL,NULL
16-646351,646351,16001368,NULL,NULL,NULL,9,NULL,NULL,NULL,כן,8600,"ישורון 9,רמת גן",תל אביב,"לבניין קיים בן 3 קומות 6 יח""ד 0 חניות. מוסיפים 5 יח""ד 2.5 קומות 2 יח""ד בקומה ו 1 יח""ד בקומת הגג. 12 חניות מוכן 2 במכפילי חניה.",NULL,"תמ""א - חיזוק ועיבוי",ישורון,8600,NULL,2015,NULL,NULL,  הגשת בקשה להיתר,NULL,6,11,NULL,5,NULL,"תמ""א",רמת גן,2015-02-09,NULL,NULL
